station_id,station_name,timestamp,free_bikes,empty_slots,extra_uid,extra_last_updated,extra_slots,extra_normal_bikes,extra_ebikes
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:36:32.534029Z,4.0,15.0,51,1734464021.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:36:32.533549Z,0.0,15.0,16,1734464137.0,16.0,0.0,0.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:36:32.534041Z,5.0,14.0,52,1734464034.0,19.0,5.0,0.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:36:32.533835Z,8.0,9.0,35,1734464101.0,19.0,3.0,6.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:36:32.531507Z,7.0,12.0,10,1734464029.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:36:32.532549Z,4.0,13.0,13,1734464118.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:36:32.531376Z,4.0,16.0,7,1734464148.0,23.0,4.0,1.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:36:32.534088Z,9.0,5.0,56,1734464099.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:36:32.533916Z,9.0,6.0,41,1734464126.0,15.0,9.0,0.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:36:32.533969Z,0.0,15.0,45,1734464051.0,15.0,0.0,0.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:36:32.533981Z,5.0,10.0,46,1734464134.0,15.0,5.0,0.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-17T19:36:32.533633Z,5.0,10.0,21,1734464160.0,15.0,5.0,0.0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-17T19:36:32.534053Z,3.0,12.0,53,1734464014.0,15.0,3.0,0.0
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-17T19:36:32.533944Z,0.0,14.0,43,1734464124.0,15.0,0.0,0.0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-17T19:36:32.531573Z,2.0,23.0,11,1734464100.0,25.0,1.0,1.0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-17T19:36:32.534076Z,6.0,13.0,55,1734464010.0,20.0,6.0,1.0
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-17T19:36:32.533708Z,3.0,15.0,27,1734464011.0,18.0,1.0,2.0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-17T19:36:32.533658Z,4.0,11.0,23,1734464076.0,15.0,4.0,0.0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-17T19:36:32.533683Z,14.0,5.0,25,1734464024.0,19.0,11.0,3.0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-17T19:36:32.533760Z,14.0,9.0,31,1734464076.0,23.0,10.0,4.0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-17T19:36:32.531289Z,11.0,2.0,5,1734464027.0,15.0,11.0,1.0
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-17T19:36:32.533570Z,3.0,12.0,17,1734464029.0,15.0,0.0,3.0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-17T19:36:32.533931Z,2.0,13.0,42,1734464062.0,15.0,2.0,0.0
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-17T19:36:32.533358Z,10.0,9.0,14,1734464084.0,19.0,10.0,0.0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-17T19:36:32.534099Z,11.0,3.0,57,1734464026.0,16.0,11.0,1.0
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-17T19:36:32.531194Z,13.0,14.0,3,1734464148.0,29.0,13.0,1.0
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-17T19:36:32.531409Z,3.0,12.0,8,1734464160.0,15.0,3.0,0.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-17T19:36:32.533901Z,0.0,15.0,40,1734464093.0,15.0,0.0,0.0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-17T19:36:32.531225Z,5.0,8.0,4,1734464083.0,15.0,5.0,0.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-17T19:36:32.534005Z,5.0,10.0,49,1734464073.0,15.0,5.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-17T19:36:32.533516Z,6.0,9.0,15,1734464045.0,15.0,6.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-17T19:36:32.533721Z,4.0,19.0,28,1734464146.0,23.0,2.0,2.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-17T19:36:32.533618Z,0.0,19.0,20,1734464083.0,19.0,0.0,0.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-17T19:36:32.533956Z,2.0,21.0,44,1734464146.0,23.0,1.0,1.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-17T19:36:32.533587Z,1.0,13.0,18,1734464131.0,15.0,0.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-17T19:36:32.534018Z,9.0,13.0,50,1734464007.0,23.0,4.0,5.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-17T19:36:32.531314Z,10.0,4.0,6,1734464112.0,15.0,10.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-17T19:36:32.533808Z,4.0,13.0,33,1734464081.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-17T19:36:32.533993Z,3.0,12.0,47,1734463985.0,15.0,3.0,0.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-17T19:36:32.533602Z,2.0,13.0,19,1734464086.0,15.0,2.0,0.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-17T19:36:32.533646Z,6.0,16.0,22,1734464081.0,23.0,6.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-17T19:36:32.531595Z,1.0,14.0,12,1734464162.0,15.0,0.0,1.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-17T19:36:32.531484Z,2.0,12.0,9,1734464002.0,15.0,2.0,0.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-17T19:36:32.533696Z,4.0,14.0,26,1734464103.0,19.0,3.0,1.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-17T19:36:32.533734Z,2.0,20.0,29,1734464036.0,23.0,2.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-17T19:36:32.534065Z,0.0,12.0,54,1734464096.0,13.0,0.0,0.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-17T19:36:32.533858Z,15.0,2.0,36,1734464016.0,19.0,15.0,0.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-17T19:36:32.533772Z,3.0,16.0,32,1734464016.0,19.0,3.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-17T19:36:32.533745Z,0.0,17.0,30,1734464108.0,17.0,0.0,0.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:36:32.534029Z,4.0,15.0,51,1734464021.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:36:32.533549Z,0.0,15.0,16,1734464137.0,16.0,0.0,0.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:36:32.534041Z,5.0,14.0,52,1734464034.0,19.0,5.0,0.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:36:32.533835Z,8.0,9.0,35,1734464101.0,19.0,3.0,6.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:36:32.531507Z,7.0,12.0,10,1734464029.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:36:32.532549Z,4.0,13.0,13,1734464118.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:36:32.531376Z,4.0,16.0,7,1734464148.0,23.0,4.0,1.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:36:32.534088Z,9.0,5.0,56,1734464099.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:36:32.533916Z,9.0,6.0,41,1734464126.0,15.0,9.0,0.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:36:32.533969Z,0.0,15.0,45,1734464051.0,15.0,0.0,0.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:36:32.533981Z,5.0,10.0,46,1734464134.0,15.0,5.0,0.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-17T19:36:32.533633Z,5.0,10.0,21,1734464160.0,15.0,5.0,0.0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-17T19:39:32.743192Z,3.0,12.0,53,1734464195.0,15.0,3.0,0.0
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-17T19:39:32.743095Z,1.0,13.0,43,1734464307.0,15.0,0.0,1.0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-17T19:39:32.742758Z,2.0,23.0,11,1734464285.0,25.0,1.0,1.0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-17T19:39:32.743214Z,7.0,13.0,55,1734464193.0,20.0,6.0,1.0
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-17T19:39:32.742939Z,2.0,15.0,27,1734464191.0,18.0,1.0,2.0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-17T19:39:32.742894Z,5.0,10.0,23,1734464259.0,15.0,5.0,0.0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-17T19:39:32.742916Z,12.0,7.0,25,1734464206.0,19.0,12.0,0.0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-17T19:39:32.742985Z,14.0,9.0,31,1734464258.0,23.0,10.0,4.0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-17T19:39:32.742688Z,11.0,2.0,5,1734464210.0,15.0,11.0,1.0
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-17T19:39:32.742827Z,3.0,12.0,17,1734464212.0,15.0,0.0,3.0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-17T19:39:32.743084Z,2.0,13.0,42,1734464245.0,15.0,2.0,0.0
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-17T19:39:32.742793Z,11.0,7.0,14,1734464268.0,19.0,11.0,1.0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-17T19:39:32.743235Z,12.0,3.0,57,1734464207.0,16.0,11.0,1.0
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-17T19:39:32.742652Z,14.0,14.0,3,1734464329.0,29.0,14.0,0.0
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-17T19:39:32.742723Z,3.0,12.0,8,1734464343.0,15.0,3.0,0.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-17T19:39:32.743061Z,0.0,15.0,40,1734464276.0,15.0,0.0,0.0
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,2024-12-17T19:39:32.742673Z,6.0,8.0,4,1734464266.0,15.0,5.0,1.0
2d16841278003915e01f897638776f63,Parque de Oza,2024-12-17T19:39:32.743149Z,6.0,9.0,49,1734464256.0,15.0,6.0,0.0
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,2024-12-17T19:39:32.742804Z,6.0,9.0,15,1734464228.0,15.0,6.0,0.0
447505d0e57db2f71d7572ceedcbb046,Agrela,2024-12-17T19:39:32.742951Z,4.0,19.0,28,1734464329.0,23.0,2.0,2.0
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,2024-12-17T19:39:32.742861Z,1.0,18.0,20,1734464266.0,19.0,0.0,1.0
5053bbeb34b876b59c45121ab341af93,Ágora,2024-12-17T19:39:32.743105Z,2.0,21.0,44,1734464330.0,23.0,1.0,1.0
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),2024-12-17T19:39:32.742838Z,1.0,13.0,18,1734464315.0,15.0,0.0,1.0
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,2024-12-17T19:39:32.743160Z,6.0,15.0,50,1734464188.0,23.0,4.0,2.0
75e54fb28a5679603047bbd282047916,Puerto - Palexco,2024-12-17T19:39:32.742700Z,10.0,5.0,6,1734464293.0,15.0,10.0,0.0
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,2024-12-17T19:39:32.743006Z,4.0,13.0,33,1734464265.0,19.0,4.0,0.0
8c078d095787b97917c07ab40bf3594e,Plaza Recife,2024-12-17T19:39:32.743138Z,3.0,12.0,47,1734464168.0,15.0,3.0,0.0
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-17T19:39:32.742850Z,2.0,13.0,19,1734464269.0,15.0,2.0,0.0
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-17T19:39:32.742884Z,6.0,16.0,22,1734464264.0,23.0,6.0,0.0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-17T19:39:32.742769Z,1.0,14.0,12,1734464343.0,15.0,0.0,1.0
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-17T19:39:32.742735Z,2.0,12.0,9,1734464183.0,15.0,2.0,0.0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-17T19:39:32.742928Z,4.0,14.0,26,1734464286.0,19.0,3.0,1.0
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-17T19:39:32.742962Z,2.0,20.0,29,1734464219.0,23.0,2.0,0.0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-17T19:39:32.743203Z,0.0,12.0,54,1734464279.0,13.0,0.0,0.0
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-17T19:39:32.743029Z,15.0,2.0,36,1734464199.0,19.0,14.0,1.0
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-17T19:39:32.742995Z,3.0,16.0,32,1734464197.0,19.0,3.0,0.0
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-17T19:39:32.742973Z,0.0,17.0,30,1734464293.0,17.0,0.0,0.0
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-17T19:39:32.743171Z,4.0,15.0,51,1734464206.0,19.0,4.0,0.0
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-17T19:39:32.742815Z,1.0,14.0,16,1734464320.0,16.0,0.0,1.0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-17T19:39:32.743181Z,6.0,13.0,52,1734464217.0,19.0,5.0,1.0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-17T19:39:32.743017Z,7.0,9.0,35,1734464285.0,19.0,3.0,6.0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-17T19:39:32.742746Z,7.0,12.0,10,1734464211.0,19.0,7.0,0.0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-17T19:39:32.742781Z,4.0,13.0,13,1734464309.0,19.0,4.0,0.0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-17T19:39:32.742712Z,4.0,17.0,7,1734464332.0,23.0,4.0,0.0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-17T19:39:32.743225Z,9.0,5.0,56,1734464282.0,15.0,9.0,0.0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-17T19:39:32.743073Z,10.0,5.0,41,1734464309.0,15.0,10.0,0.0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-17T19:39:32.743117Z,0.0,15.0,45,1734464235.0,15.0,0.0,0.0
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-17T19:39:32.743128Z,5.0,10.0,46,1734464317.0,15.0,5.0,0.0
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-17T19:39:32.742873Z,5.0,10.0,21,1734464343.0,15.0,5.0,0.0
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,2024-12-17T19:39:32.743192Z,3.0,12.0,53,1734464195.0,15.0,3.0,0.0
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,2024-12-17T19:39:32.743095Z,1.0,13.0,43,1734464307.0,15.0,0.0,1.0
030c4027b0bea390e562645c7082db4c,Los Rosales,2024-12-17T19:39:32.742758Z,2.0,23.0,11,1734464285.0,25.0,1.0,1.0
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,2024-12-17T19:39:32.743214Z,7.0,13.0,55,1734464193.0,20.0,6.0,1.0
104e0797759d11ac22a61cfed357800b,Ventorrillo,2024-12-17T19:39:32.742939Z,2.0,15.0,27,1734464191.0,18.0,1.0,2.0
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,2024-12-17T19:39:32.742894Z,5.0,10.0,23,1734464259.0,15.0,5.0,0.0
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,2024-12-17T19:39:32.742916Z,12.0,7.0,25,1734464206.0,19.0,12.0,0.0
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,2024-12-17T19:39:32.742985Z,14.0,9.0,31,1734464258.0,23.0,10.0,4.0
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,2024-12-17T19:39:32.742688Z,11.0,2.0,5,1734464210.0,15.0,11.0,1.0
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,2024-12-17T19:39:32.742827Z,3.0,12.0,17,1734464212.0,15.0,0.0,3.0
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,2024-12-17T19:39:32.743084Z,2.0,13.0,42,1734464245.0,15.0,2.0,0.0
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,2024-12-17T19:39:32.742793Z,11.0,7.0,14,1734464268.0,19.0,11.0,1.0
1df27d4197c65e404466107444967600,Casa del Agua,2024-12-17T19:39:32.743235Z,12.0,3.0,57,1734464207.0,16.0,11.0,1.0
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,2024-12-17T19:39:32.742652Z,14.0,14.0,3,1734464329.0,29.0,14.0,0.0
280380564f13b15dbc782a43d2426689,Estación Autobuses,2024-12-17T19:39:32.742723Z,3.0,12.0,8,1734464343.0,15.0,3.0,0.0
2ad08bdfd5fda295855b0297d410716f,Orillamar,2024-12-17T19:39:32.743061Z,0.0,15.0,40,1734464276.0,15.0,0.0,0.0
